title,genres
Khiladi 786,"Action, Comedy"
[REC]²,"Thriller, Horror"
Standing Ovation,"Comedy, Music, Family"
The Sting,"Comedy, Crime, Drama"
Chariots of Fire,"Drama, History"
Diary of a Mad Black Woman,"Comedy, Drama, Romance"
Shine,Drama
Don Jon,"Romance, Comedy, Drama"
High Plains Drifter,Western
Ghost World,"Comedy, Drama"
Iris,"Drama, Romance"
Galaxina,"Comedy, Science Fiction"
The Chorus,Drama
Mambo Italiano,"Comedy, Romance"
Wonderland,"Crime, Drama, Mystery, Thriller"
Do the Right Thing,Drama
Harvard Man,Drama
Le Havre,"Drama, Comedy"
Irreversible,"Drama, Thriller, Crime, Mystery"
R100,"Comedy, Drama"
Rang De Basanti,Drama
Animals,Drama
Salvation Boulevard,"Comedy, Thriller, Action, Drama"
The Ten,Comedy
A Room for Romeo Brass,"Drama, Comedy, Foreign"
Headhunters,"Thriller, Crime"
Grabbers,"Science Fiction, Comedy, Thriller, Horror"
Saint Ralph,"Comedy, Drama"
Miss Julie,Drama
Somewhere in Time,"Science Fiction, Drama, Fantasy, Romance"
Dum Maaro Dum,"Drama, Action, Crime, Foreign"
Insidious: Chapter 2,"Horror, Thriller"
Saw II,Horror
10 Cloverfield Lane,"Thriller, Science Fiction, Drama"
Jackass: The Movie,"Documentary, Comedy"
Lights Out,"Horror, Thriller"
Paranormal Activity 3,Horror
Ouija,Horror
A Nightmare on Elm Street 3: Dream Warriors,"Horror, Thriller"
Instructions Not Included,"Comedy, Drama"
Paranormal Activity 4,Horror
The Robe,Drama
The Return of the Pink Panther,Comedy
Freddy's Dead: The Final Nightmare,"Horror, Thriller, Comedy"
Monster,"Crime, Drama"
"20,000 Leagues Under the Sea","Adventure, Drama, Science Fiction"
Paranormal Activity: The Marked Ones,"Horror, Thriller"
The Elephant Man,"Drama, History"
Dallas Buyers Club,"Drama, History"
The Lazarus Effect,"Thriller, Horror"
Memento,"Mystery, Thriller"
Oculus,Horror
Clerks II,Comedy
Billy Elliot,"Drama, Comedy, Music"
The Way Way Back,"Comedy, Drama"
House Party 2,Comedy
The Man from Snowy River,"Family, Drama, Action, Western, Romance"
Doug's 1st Movie,"Animation, Family, Comedy"
The Apostle,Drama
Mommie Dearest,Drama
Our Idiot Brother,"Comedy, Drama"
Race,"Action, Drama"
The Players Club,Drama
"As Above, So Below","Horror, Thriller"
Addicted,"Drama, Thriller"
Eve's Bayou,Drama
Still Alice,Drama
The Egyptian,"History, Drama"
Nighthawks,"Action, Crime, Thriller"
Friday the 13th Part VIII: Jason Takes Manhattan,"Horror, Thriller"
My Big Fat Greek Wedding,"Comedy, Drama, Romance"
Spring Breakers,"Drama, Crime"
Halloween: The Curse of Michael Myers,"Horror, Thriller"
Y Tu Mamá También,"Drama, Romance"
Shaun of the Dead,"Horror, Comedy"
The Haunting of Molly Hartley,"Drama, Horror"
Lone Star,"Drama, Mystery, Romance"
Halloween 4: The Return of Michael Myers,"Horror, Thriller"
April Fool's Day,"Horror, Mystery"
Diner,"Comedy, Drama"
Lone Wolf McQuade,"Action, Crime, Drama, Romance, Thriller, Western"
Apollo 18,"Horror, Thriller, Science Fiction"
Sunshine Cleaning,"Comedy, Drama"
No Escape,"Action, Thriller"
The Beastmaster,"Action, Fantasy"
Solomon and Sheba,"Drama, History, Romance, War"
Fifty Shades of Black,"Romance, Comedy"
Not Easily Broken,"Drama, Romance"
A Farewell to Arms,"Drama, Romance, War"
The Perfect Match,"Comedy, Romance"
Digimon: The Movie,"Fantasy, Animation, Science Fiction, Family"
Saved!,"Comedy, Drama"
The Barbarian Invasions,"Comedy, Crime, Drama"
Robin and Marian,"Action, Adventure, Drama, Romance"
The Forsaken,"Action, Adventure, Horror, Thriller"
Force 10 from Navarone,"Action, Adventure, War, Thriller"
UHF,Comedy
Grandma's Boy,Comedy
Slums of Beverly Hills,"Comedy, Drama"
Once Upon a Time in the West,Western
Made,"Action, Comedy, Thriller"
Moon,"Science Fiction, Drama"
Keeping Up with the Steins,Comedy
Sea Rex 3D: Journey to a Prehistoric World,Documentary
The Sweet Hereafter,Drama
Of Gods and Men,"Drama, History"
Bottle Shock,"Comedy, Drama"
Jekyll and Hyde ... Together Again,"Comedy, Horror, Science Fiction"
Heavenly Creatures,"Drama, Fantasy"
90 Minutes in Heaven,Drama
Everything Must Go,"Comedy, Drama, Romance"
Zero Effect,"Comedy, Crime, Mystery, Thriller"
The Machinist,"Thriller, Drama"
Light Sleeper,"Drama, Crime"
Kill the Messenger,"Thriller, Crime, Drama, Mystery"
Rabbit Hole,Drama
Party Monster,"Comedy, Drama, Crime"
Green Room,"Horror, Crime, Thriller"
The Oh in Ohio,"Comedy, Drama, Romance"
Atlas Shrugged Part III: Who is John Galt?,"Drama, Science Fiction, Mystery"
Bottle Rocket,"Comedy, Crime, Drama"
Albino Alligator,"Crime, Drama, Thriller"
"Gandhi, My Father","Drama, Foreign, History"
Standard Operating Procedure,Documentary
Out of the Blue,Drama
Tucker and Dale vs Evil,"Comedy, Horror"
"Lovely, Still","Drama, Romance"
Tycoon,"Action, Drama, Romance"
Desert Blue,"Comedy, Drama"
Decoys,"Horror, Science Fiction, Thriller"
The Visit,"Horror, Thriller"
Redacted,"Drama, War"
Fascination,"Romance, Thriller"
Area 51,"Horror, Thriller, Science Fiction"
Sleep Tight,Thriller
The Cottage,"Horror, Comedy, Crime, Thriller"
Dead Like Me: Life After Death,"Drama, Fantasy, Comedy"
Farce of the Penguins,"Comedy, Documentary"
Flying By,Drama
Rudderless,"Music, Drama, Comedy"
Henry & Me,"Family, Animation"
Christmas Eve,"Romance, Comedy"
We Have Your Husband,"TV Movie, Crime, Drama, Thriller"
Dying of the Light,"Thriller, Drama"
Born Of War,"Action, Thriller, War"
Capricorn One,"Drama, Action, Thriller, Science Fiction"
Should've Been Romeo,"Comedy, Drama"
Running Forever,Family
Yoga Hosers,"Comedy, Fantasy, Horror, Thriller"
Navy Seals vs. Zombies,"Horror, Action"
I Served the King of England,"Comedy, Drama"
Soul Kitchen,"Drama, Comedy"
Sling Blade,Drama
The Awakening,"Horror, Thriller"
Hostel,Horror
A Cock and Bull Story,"Comedy, Drama"
Take Shelter,"Thriller, Drama"
Lady in White,"Horror, Thriller"
Driving Lessons,"Drama, Comedy"
Let's Kill Ward's Wife,Comedy
The Texas Chainsaw Massacre 2,Horror
Pat Garrett & Billy the Kid,Western
Only God Forgives,"Drama, Thriller, Crime"
Camping Sauvage,"Drama, Romance"
Without Men,"Comedy, Romance"
Dear Frankie,"Drama, Family"
All Hat,"Action, Comedy, Drama, Western"
The Names of Love,"Drama, Comedy, Romance"
Treading Water,"Drama, Comedy"
Savage Grace,Drama
Out of the Blue,Drama
Police Academy,"Comedy, Crime"
The Blue Lagoon,"Romance, Adventure, Drama"
Four Weddings and a Funeral,"Comedy, Drama, Romance"
Fast Times at Ridgemont High,Comedy
Moby Dick,"Adventure, Drama"
25th Hour,"Crime, Drama"
Bound,"Crime, Drama, Romance, Thriller"
Requiem for a Dream,"Crime, Drama"
State Fair,"Music, Romance"
Tango,"Drama, Foreign, Romance"
Salvador,Drama
Moms' Night Out,Comedy
Donnie Darko,"Fantasy, Drama, Mystery"
Saving Private Perez,"Action, Comedy, Foreign"
Character,"Drama, Foreign, History"
Spun,"Comedy, Crime, Drama"
Life During Wartime,"Comedy, Drama"
Sympathy for Lady Vengeance,"Drama, Thriller"
Mozart's Sister,Drama
Mean Machine,"Comedy, Drama"
Exiled,"Action, Crime, Thriller"
Blackthorn,"Adventure, Action, Western"
Lilya 4-ever,"Crime, Drama"
After.Life,"Drama, Horror, Mystery, Thriller"
Fugly,"Comedy, Drama, Thriller"
One Flew Over the Cuckoo's Nest,Drama
R.L. Stine's Monsterville: The Cabinet of Souls,"Comedy, Horror"
Silent Movie,Comedy
Airlift,"Thriller, Action, Drama, History"
Anne of Green Gables,"Drama, Family"
Falcon Rising,"Adventure, Action"
The Sweeney,"Action, Drama, Crime"
Sexy Beast,"Crime, Drama, Thriller"
Easy Money,"Drama, Thriller, Crime"
Whale Rider,"Drama, Family"
Paa,"Drama, Family, Foreign"
Cargo,"Thriller, Mystery, Science Fiction"
High School Musical,"Comedy, Drama, Family, Music, TV Movie"
Love and Death on Long Island,"Drama, Romance, Foreign"
Night Watch,"Fantasy, Action, Thriller"
The Crying Game,"Romance, Crime, Drama, Thriller"
Porky's,Comedy
Survival of the Dead,"Horror, Science Fiction"
Night of the Living Dead,Horror
Lost in Translation,Drama
Annie Hall,"Comedy, Drama, Romance"
The Greatest Show on Earth,"Action, Drama, Romance"
Monster's Ball,"Drama, Romance"
Maggie,Horror
Leaving Las Vegas,"Drama, Romance"
Hansel and Gretel Get Baked,"Horror, Comedy"
The Front Page,"Romance, Drama, Comedy"
The Boy Next Door,Thriller
Trapeze,Drama
The Kids Are All Right,"Comedy, Drama"
They Live,"Action, Horror, Science Fiction, Thriller"
The Great Escape,"Adventure, Drama, History, Thriller, War"
What the #$*! Do We (K)now!?,Documentary
The Last Exorcism Part II,"Horror, Thriller"
Boyhood,Drama
Scoop,"Comedy, Mystery"
The Wash,"Action, Comedy"
3 Strikes,"Action, Comedy, Romance"
The Cooler,"Drama, Romance"
The Misfits,"Drama, Action, Romance"
The Night Listener,"Drama, Thriller"
The Jerky Boys,"Comedy, Crime"
The Orphanage,"Horror, Drama, Thriller"
A Haunted House 2,"Comedy, Horror"
The Rules of Attraction,"Comedy, Drama, Romance"
Topaz,"Action, Drama, Mystery, Thriller"
Let's Go to Prison,"Comedy, Crime"
Four Rooms,"Crime, Comedy"
Secretary,"Comedy, Drama, Romance"
The Real Cancun,Documentary
Talk Radio,Drama
Waiting for Guffman,"Music, Comedy"
Love Stinks,"Comedy, Romance"
You Kill Me,"Comedy, Crime, Thriller, Romance"
Thumbsucker,"Comedy, Drama"
Red State,"Horror, Action, Thriller"
Mirrormask,Fantasy
Samsara,"Drama, Documentary"
The Barbarians,"Fantasy, Adventure"
The Art of Getting By,"Drama, Romance"
Zipper,"Thriller, Drama"
Poolhall Junkies,"Comedy, Drama, Thriller"
The Loss of Sexual Innocence,Drama
Holy Motors,"Drama, Fantasy"
Joe,Drama
Shooting Fish,"Crime, Comedy, Romance"
Prison,"Crime, Drama, Horror, Thriller"
Psycho Beach Party,Comedy
The Big Tease,"Comedy, Foreign"
"Guten Tag, Ramón",Drama
Trust,"Crime, Drama, Thriller"
An Everlasting Piece,"Comedy, Crime"
Among Giants,"Comedy, Romance"
Adore,Drama
The Velocity of Gary,"Drama, Romance"
Mondays in the Sun,Drama
Stake Land,"Drama, Horror, Action, Thriller, Science Fiction"
The Last Time I Committed Suicide,Drama
Futuro Beach,Drama
Another Happy Day,"Comedy, Drama"
A Lonely Place to Die,"Adventure, Action, Thriller, Crime"
Nothing,"Comedy, Fantasy, Science Fiction"
The Geographer Drank His Globe Away,Drama
1776,"Drama, Comedy, History, Music"
Inescapable,"Thriller, Romance"
Hell's Angels,"Action, Drama, History"
Purple Violets,"Comedy, Drama, Romance"
The Veil,Horror
The Loved Ones,Horror
The Helpers,Horror
How to Fall in Love,"Comedy, Romance, TV Movie"
The Perfect Wave,"Romance, Adventure, Drama"
A Man for All Seasons,"Drama, History"
Network,Drama
Gone with the Wind,"Drama, Romance, War"
Desert Dancer,Drama
Major Dundee,"War, Western"
Annie Get Your Gun,"Action, Comedy, Music, Romance, Western"
Four Lions,"Comedy, Crime, Drama"
The House of Sand,Drama
Defendor,"Drama, Action, Comedy, Crime"
The Pirate,"Music, Romance"
The Good Heart,"Drama, Comedy, Romance"
The History Boys,"Comedy, Drama"
Midnight Cowboy,Drama
The Full Monty,Comedy
Airplane!,Comedy
Chain of Command,"Thriller, Adventure, Action"
Friday,Comedy
Menace II Society,"Drama, Action, Crime"
Creepshow 2,Horror
The Ballad of Cable Hogue,"Action, Comedy, Western"
In Cold Blood,"Crime, Drama"
The Nun's Story,Drama
Harper,"Action, Drama, Thriller, Crime, Mystery"
Frenzy,"Crime, Drama, Mystery, Thriller"
The Witch,"Mystery, Horror"
I Got the Hook Up,"Action, Comedy"
She's the One,"Comedy, Romance"
Gods and Monsters,Drama
The Secret in Their Eyes,"Crime, Drama, Mystery, Romance"
Train,"Horror, Thriller"
Evil Dead II,"Horror, Comedy, Fantasy"
Pootie Tang,"Action, Comedy"
Sharknado,"TV Movie, Horror"
The Other Conquest,"Drama, Foreign"
Troll Hunter,"Fantasy, Horror"
Ira & Abby,"Comedy, Romance"
Winter Passing,"Comedy, Drama"
D.E.B.S.,Action
The Masked Saint,"Crime, Action"
The Betrayed,"Crime, Drama, Mystery, Thriller"
Taxman,"Action, Crime, Comedy, Thriller"
The Secret,Drama
2:13,"Horror, Thriller, Mystery"
"Batman: The Dark Knight Returns, Part 2","Action, Animation"
Time to Choose,Documentary
In the Name of the King III,"Action, Adventure, Drama, Fantasy"
Wicked Blood,"Action, Drama, Thriller"
Stranded,Drama
Lords of London,"Crime, Mystery, Thriller"
High Anxiety,"Comedy, Music"
March of the Penguins,"Documentary, Family"
Margin Call,"Thriller, Drama"
August,Drama
Choke,"Comedy, Drama"
Whiplash,Drama
City of God,"Drama, Crime"
Human Traffic,"Comedy, Drama"
To Write Love on Her Arms,"Drama, Music"
The Dead Girl,"Mystery, Drama, Crime, Thriller"
The Hunt,Drama
A Christmas Story,"Comedy, Family"
Bella,"Drama, Romance"
Class of 1984,"Action, Drama, Horror, Crime, Thriller"
The Opposite Sex,Comedy
Dreaming of Joseph Lees,"Romance, Drama"
The Class,Drama
Rosemary's Baby,"Horror, Drama, Mystery"
The Man Who Shot Liberty Valance,Western
Adam,"Drama, Romance"
Maria Full of Grace,"Drama, Thriller, Crime"
Beginners,"Drama, Romance, Comedy"
Feast,"Action, Comedy, Horror"
Animal House,Comedy
Goldfinger,"Adventure, Action, Thriller"
Antiviral,"Science Fiction, Horror"
It's a Wonderful Life,"Drama, Family, Fantasy"
Trainspotting,"Drama, Crime"
The Original Kings of Comedy,Comedy
Paranormal Activity 2,"Horror, Thriller"
Waking Ned,"Comedy, Romance"
Bowling for Columbine,Documentary
Coming Home,Drama
A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror
A Room with a View,"Drama, Romance"
The Purge,"Science Fiction, Horror, Thriller"
Sinister,"Horror, Thriller, Mystery"
Martin Lawrence Live: Runteldat,Comedy
Cat on a Hot Tin Roof,"Drama, Romance"
Beneath the Planet of the Apes,"Adventure, Science Fiction, Mystery"
Air Bud,"Comedy, Family, Drama"
Pokémon: Spell of the Unknown,"Adventure, Fantasy, Animation, Action, Family"
Friday the 13th Part VI: Jason Lives,"Horror, Mystery, Thriller"
The Bridge on the River Kwai,"Drama, History, War"
Spaced Invaders,"Comedy, Family, Science Fiction"
Family Plot,"Comedy, Crime, Thriller"
The Apartment,"Comedy, Drama, Romance"
Jason Goes to Hell: The Final Friday,"Fantasy, Horror, Thriller"
Torn Curtain,"Mystery, Thriller"
Dave Chappelle's Block Party,"Comedy, Documentary, Music"
Slow West,"Romance, Thriller, Western"
Krush Groove,"Drama, Music, Romance"
Next Day Air,"Action, Comedy, Crime"
Elmer Gantry,Drama
Judgment at Nuremberg,"Drama, History"
Trippin',"Comedy, Romance"
Red River,Western
Phat Girlz,"Comedy, Romance"
Before Midnight,"Romance, Drama"
Teen Wolf Too,"Comedy, Fantasy, Family"
Phantasm II,"Action, Horror, Science Fiction, Thriller"
Woman Thou Art Loosed,Drama
Real Women Have Curves,"Comedy, Drama"
Water,"Drama, Foreign, Romance"
East Is East,Comedy
Whipped,"Comedy, Romance"
Kama Sutra - A Tale of Love,"Drama, History, Romance"
Please Give,"Comedy, Drama"
Willy Wonka & the Chocolate Factory,"Family, Fantasy"
Warlock: The Armageddon,"Fantasy, Horror, Science Fiction"
8 Heads in a Duffel Bag,"Comedy, Crime"
Days of Heaven,"Drama, Romance"
Thirteen Conversations About One Thing,Drama
Jawbreaker,Comedy
Basquiat,"Drama, History"
Frances Ha,"Comedy, Drama"
Tsotsi,"Crime, Drama"
Happiness,"Comedy, Drama"
DysFunktional Family,"Comedy, Documentary"
Tusk,"Comedy, Horror"
Oldboy,"Drama, Thriller, Mystery, Action"
Letters to God,"Action, Drama, Family, Thriller"
Hobo with a Shotgun,"Action, Comedy, Thriller"
Compadres,"Action, Comedy"
Freeway,"Comedy, Drama, Thriller"
Love's Abiding Joy,"TV Movie, Action, Drama, Family"
Fish Tank,Drama
Damsels in Distress,"Comedy, Romance"
Creature,"Horror, Science Fiction, Thriller"
Bachelorette,"Comedy, Romance"
Brave New Girl,"Drama, Music, Family"
Tim and Eric's Billion Dollar Movie,Comedy
Summer Storm,"Comedy, Drama"
Fort McCoy,"War, Drama, History"
Chain Letter,"Horror, Thriller"
Just Looking,"Drama, Comedy"
The Divide,Science Fiction
The Eclipse,"Drama, Horror, Romance"
Demonic,"Thriller, Horror"
My Big Fat Independent Movie,Comedy
The Deported,"Comedy, Family"
Tanner Hall,Drama
Open Road,"Action, Drama, Thriller"
They Came Together,Comedy
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Comedy
Never Back Down 2: The Beatdown,"Drama, Action"
Point Blank,"Action, Crime, Drama, Thriller"
Four Single Fathers,"Drama, Comedy"
Enter the Dangerous Mind,Thriller
Something Wicked,"Mystery, Thriller"
AWOL-72,Thriller
Iguana,
Chicago Overcoat,"Action, Crime, Thriller"
Barry Munday,"Comedy, Drama, Romance"
Central Station,Drama
Pocketful of Miracles,"Comedy, Drama"
Close Range,"Crime, Action"
Boynton Beach Club,"Comedy, Drama, Romance"
Amnesiac,"Thriller, Mystery, Drama, Horror"
Freakonomics,Documentary
High Tension,"Horror, Thriller, Mystery"
Griff the Invisible,"Romance, Comedy, Drama"
Unnatural,"Thriller, Action, Horror"
Hustle & Flow,Drama
Some Like It Hot,"Comedy, Romance"
Friday the 13th Part VII: The New Blood,"Horror, Thriller"
The Wizard of Oz,"Adventure, Family, Fantasy"
Young Frankenstein,"Comedy, Science Fiction"
Diary of the Dead,"Horror, Action, Science Fiction"
Lage Raho Munna Bhai,"Comedy, Drama, Romance"
Ulee's Gold,Drama
The Black Stallion,"Adventure, Family"
Sardaarji,
Journey to Saturn,"Action, Adventure, Animation, Comedy, Science Fiction"
Donovan's Reef,"Adventure, Comedy, Romance"
The Dress,"Comedy, Drama"
A Guy Named Joe,"Drama, Romance, War"
Blazing Saddles,"Western, Comedy"
Friday the 13th: The Final Chapter,"Horror, Thriller"
Ida,Drama
Maurice,"Drama, Romance"
Beer League,Comedy
Riding Giants,Documentary
Timecrimes,"Science Fiction, Thriller"
Silver Medalist,"Action, Adventure, Comedy, Drama, Foreign"
Timber Falls,"Horror, Thriller"
Singin' in the Rain,"Comedy, Music, Romance"
"Fat, Sick & Nearly Dead",Documentary
A Haunted House,"Comedy, Horror"
2016: Obama's America,Documentary
That Thing You Do!,"Comedy, Drama"
Halloween III: Season of the Witch,"Horror, Mystery, Science Fiction"
Escape from the Planet of the Apes,"Action, Science Fiction"
Hud,"Action, Drama, Western"
Kevin Hart: Let Me Explain,"Comedy, Documentary"
My Own Private Idaho,"Drama, Romance"
Garden State,"Comedy, Drama, Romance"
Before Sunrise,"Drama, Romance"
Evil Words,"Horror, Mystery, Thriller"
Jesus' Son,"Comedy, Drama, Romance"
Saving Face,"Comedy, Romance"
Brick Lane,Drama
Robot & Frank,"Science Fiction, Comedy, Drama, Crime"
My Life Without Me,"Drama, Romance"
The Spectacular Now,"Comedy, Drama, Romance"
Religulous,"Comedy, Documentary"
Fuel,"Documentary, Drama"
Valley of the Heart's Delight,Drama
Eye of the Dolphin,Drama
8: The Mormon Proposition,Documentary
The Other End of the Line,"Comedy, Romance"
Anatomy,"Horror, Thriller"
Sleep Dealer,"Drama, Science Fiction, Thriller"
Super,"Comedy, Action, Drama"
Christmas Mail,"Comedy, Family"
Stung,"Comedy, Horror"
Antibirth,Horror
Get on the Bus,Drama
Thr3e,"Drama, Horror, Thriller"
Idiocracy,"Adventure, Comedy, Science Fiction"
The Rise of the Krays,Crime
This Is England,"Drama, Crime"
U.F.O.,"Action, Adventure, Science Fiction"
Bathing Beauty,"Comedy, Music"
Go for It!,"Drama, Family"
"Dancer, Texas Pop. 81","Comedy, Drama, Family"
Show Boat,"Music, Romance"
Redemption Road,Drama
The Calling,Thriller
The Brave Little Toaster,"Fantasy, Adventure, Animation, Comedy, Family, Music"
Fantasia,"Animation, Family, Music"
8 Days,"Thriller, Drama"
Friday the 13th Part III,"Horror, Thriller"
Friday the 13th: A New Beginning,"Horror, Thriller"
The Last Sin Eater,Drama
Do You Believe?,"Fantasy, Drama"
Impact Point,"Thriller, Romance"
The Valley of Decision,Drama
Eden,"Thriller, Drama"
Chicken Tikka Masala,"Comedy, Romance, Foreign"
There's Always Woodstock,"Romance, Comedy, Music"
Jack Brooks: Monster Slayer,"Action, Comedy, Horror"
The Best Years of Our Lives,"Drama, History, Romance"
Bully,"Crime, Drama"
Elling,"Comedy, Drama"
Mi America,"Drama, Crime"
[REC],"Horror, Mystery"
Lies in Plain Sight,"Drama, Mystery, Thriller"
Sharkskin,
Containment,"Thriller, Horror, Science Fiction"
The Timber,"Adventure, Drama, Western"
From Russia with Love,"Action, Thriller, Adventure"
The Toxic Avenger Part II,"Comedy, Horror, Action"
Sleeper,"Comedy, Romance, Science Fiction"
It Follows,"Horror, Thriller"
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy
To Kill a Mockingbird,"Crime, Drama"
Mad Max 2: The Road Warrior,"Adventure, Action, Thriller, Science Fiction"
The Legend of Drunken Master,"Action, Comedy"
Boys Don't Cry,"Crime, Drama"
Silent House,"Horror, Mystery"
The Lives of Others,"Drama, Thriller"
Courageous,Drama
The Hustler,Drama
Boom Town,"Adventure, Drama, Romance"
The Triplets of Belleville,"Adventure, Animation, Comedy, Drama"
Smoke Signals,"Drama, Comedy"
American Splendor,"Comedy, Drama"
Before Sunset,"Drama, Romance"
Amores perros,"Drama, Thriller"
Thirteen,"Crime, Drama"
Gentleman's Agreement,"Drama, Romance"
Winter's Bone,Drama
Touching the Void,"Documentary, Action, Adventure"
Alexander's Ragtime Band,"Drama, Music, Romance"
Me and You and Everyone We Know,"Comedy, Drama"
Inside Job,Documentary
We Are Your Friends,"Drama, Music, Romance"
Ghost Dog: The Way of the Samurai,"Crime, Drama"
Harsh Times,"Crime, Drama, Thriller, Action"
Captive,"Crime, Drama, Thriller"
Full Frontal,"Comedy, Drama, Romance"
Witchboard,Horror
Shortbus,"Romance, Drama, Comedy"
Waltz with Bashir,"Drama, Animation, War"
"The Book of Mormon Movie, Volume 1: The Journey",
No End in Sight,Documentary
The Diary of a Teenage Girl,"Drama, Romance"
In the Shadow of the Moon,Documentary
Meek's Cutoff,"Drama, Western"
Inside Deep Throat,"History, Documentary"
Dinner Rush,"Drama, Action, Thriller"
Clockwatchers,"Comedy, Drama"
The Virginity Hit,Comedy
Subway,"Action, Thriller"
House of D,"Comedy, Drama"
Teeth,"Comedy, Horror"
Six-String Samurai,"Action, Adventure, Science Fiction"
Hum To Mohabbat Karega,
It's All Gone Pete Tong,"Drama, Comedy, Music"
Saint John of Las Vegas,Comedy
24 7: Twenty Four Seven,"Comedy, Drama, Romance"
Stonewall,Drama
Roadside Romeo,"Animation, Family, Foreign"
This Thing of Ours,"Drama, Action, Thriller"
The Lost Medallion: The Adventures of Billy Stone,"Adventure, Family"
The Last Five Years,"Comedy, Drama, Music, Romance"
The Missing Person,"Comedy, Drama, Mystery, Thriller"
Return of the Living Dead 3,"Comedy, Science Fiction, Romance, Horror"
London,"Drama, Action, Romance"
Sherrybaby,Drama
Circle,"Horror, Science Fiction"
Eden Lake,"Horror, Thriller"
Plush,Thriller
Lesbian Vampire Killers,"Horror, Comedy"
Gangster's Paradise: Jerusalema,"Drama, Action, Crime, Foreign"
Freeze Frame,"Thriller, Drama, Crime"
Grave Encounters,"Thriller, Horror"
Stitches,Horror
Nine Dead,"Crime, Drama, Horror, Thriller"
"To Be Frank, Sinatra at 100",Documentary
Bananas,Comedy
Supercapitalist,Thriller
Rockaway,"Action, Adventure, Drama"
The Lady from Shanghai,"Crime, Drama, Mystery"
No Man's Land: The Rise of Reeker,"Horror, Thriller"
Highway,"Action, Adventure, Drama"
Small Apartments,"Comedy, Crime"
Coffee Town,Comedy
The Ghastly Love of Johnny X,"Comedy, Fantasy, Music"
All Is Bright,"Comedy, Drama"
The Torture Chamber of Dr. Sadism,"Mystery, Horror, History"
Straight A's,"Comedy, Drama"
A Funny Thing Happened on the Way to the Forum,"Comedy, Music"
Slacker Uprising,Documentary
The Legend of Hell's Gate: An American Conspiracy,"Action, Adventure, History, Western"
The Walking Deceased,"Science Fiction, Comedy"
The Curse of Downers Grove,"Thriller, Mystery, Horror, Drama"
Shark Lake,Thriller
River's Edge,"Crime, Drama"
Northfork,"Fantasy, Drama, Science Fiction"
The Marine 4: Moving Target,"Thriller, Action"
Buried,"Drama, Thriller, Mystery"
Submarine,"Drama, Comedy, Romance"
The Square,"Documentary, Drama, History"
One to Another,Drama
ABCD (Any Body Can Dance),"Drama, Music"
Man on Wire,"Thriller, Documentary, Crime, History"
Abandoned,"Drama, Thriller"
Brotherly Love,Drama
The Last Exorcism,"Horror, Drama, Thriller"
Nowhere Boy,Drama
A Streetcar Named Desire,Drama
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama, Comedy, War"
The Crime of Padre Amaro,"Drama, Romance"
Beasts of the Southern Wild,"Drama, Fantasy"
Battle for the Planet of the Apes,"Action, Science Fiction"
Songcatcher,"Drama, Music"
Higher Ground,"Drama, Thriller"
Vaalu,"Comedy, Romance"
The Greatest Movie Ever Sold,"Comedy, Documentary"
Ed and His Dead Mother,Comedy
Travellers and Magicians,"Adventure, Drama, Foreign"
Hang 'em High,Western
Deadline - U.S.A.,"Crime, Drama"
Sublime,"Horror, Thriller"
A Beginner's Guide to Snuff,"Thriller, Comedy, Horror"
Independence Daysaster,"Action, Science Fiction"
Dysfunctional Friends,"Comedy, Romance"
Run Lola Run,"Action, Drama, Thriller"
May,"Drama, Horror, Thriller, Romance"
Against the Wild,"Adventure, Family"
Under the Same Moon,Drama
Conquest of the Planet of the Apes,"Action, Science Fiction"
In the Bedroom,"Drama, Thriller"
I Spit on Your Grave,"Thriller, Crime, Horror"
"Happy, Texas","Comedy, Crime"
My Summer of Love,"Drama, Thriller, Romance"
The Lunchbox,"Drama, Romance"
Yes,"Drama, Romance"
You Can't Take It With You,"Comedy, Romance"
From Here to Eternity,"War, Drama, Romance"
She Wore a Yellow Ribbon,Western
Grace Unplugged,"Drama, Music"
Foolish,"Comedy, Drama"
N-Secure,"Drama, Crime, Thriller"
Caramel,"Drama, Comedy, Romance"
Out of the Dark,"Thriller, Horror"
The Bubble,"Drama, Romance"
The Conversation,"Crime, Drama, Mystery"
Dil Jo Bhi Kahey...,Romance
Mississippi Mermaid,"Crime, Drama, Romance"
I Love Your Work,"Drama, Mystery"
Cabin Fever,Horror
Waitress,Comedy
Bloodsport,Action
Mr. Smith Goes to Washington,"Comedy, Drama"
Kids,"Drama, Crime"
The Squid and the Whale,"Comedy, Drama"
Kissing Jessica Stein,Comedy
Kickboxer: Vengeance,"Action, Drama"
Spellbound,"Drama, Mystery, Thriller"
Exotica,"Drama, Mystery"
Buffalo '66,"Romance, Comedy, Crime, Drama"
Insidious,"Horror, Thriller"
Repo Man,"Comedy, Crime, Science Fiction, Thriller"
Nine Queens,"Crime, Drama, Thriller"
The Gatekeepers,Documentary
The Ballad of Jack and Rose,Drama
The To Do List,"Comedy, Romance"
Killing Zoe,"Action, Crime, Drama, Thriller"
The Believer,Drama
Snow Angels,"Drama, Romance"
